ObjectId,Country,Unit,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
1,"Afghanistan, Islamic Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,1.0,
2,"Afghanistan, Islamic Rep. of",Number of,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,
3,"Afghanistan, Islamic Rep. of",Number of,1.0,,,,,,,,1.0,,,3.0,2.0,,,2.0,1.0,2.0,1.0,1.0,,,4.0,8.0,2.0,8.0,7.0,7.0,1.0,3.0,2.0,2.0,6.0,4.0,2.0,1.0,4.0,1.0,3.0,6.0,5.0,2.0,5.0
4,"Afghanistan, Islamic Rep. of",Number of,,,,,,,,1.0,,,,,,2.0,,1.0,,1.0,1.0,,,,1.0,,,,2.0,,,1.0,2.0,,3.0,1.0,,4.0,,2.0,1.0,1.0,1.0,1.0,1.0
5,"Afghanistan, Islamic Rep. of",Number of,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,,,,,1.0,,,1.0,,,2.0,,,1.0,,
6,"Afghanistan, Islamic Rep. of",Number of,1.0,,,,,,,1.0,1.0,,1.0,4.0,2.0,3.0,,3.0,1.0,3.0,2.0,2.0,1.0,2.0,5.0,8.0,2.0,10.0,12.0,7.0,3.0,4.0,4.0,4.0,10.0,5.0,3.0,5.0,4.0,5.0,5.0,7.0,7.0,4.0,6.0
7,"Afghanistan, Islamic Rep. of",Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
8,Albania,Number of,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Albania,Number of,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,,
10,Albania,Number of,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,3.0,1.0,1.0,1.0,,,1.0,
11,Albania,Number of,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Albania,Number of,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
13,Albania,Number of,,,,,,2.0,,,,1.0,,,1.0,,,2.0,,1.0,,,,,2.0,,2.0,2.0,,2.0,,1.0,1.0,,1.0,,,3.0,1.0,2.0,1.0,,,1.0,
14,Albania,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
15,Algeria,Number of,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Algeria,Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,
17,Algeria,Number of,,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,2.0,,1.0,1.0,,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,6.0,1.0,2.0,,1.0,2.0,,,2.0,,,1.0,,,2.0,
18,Algeria,Number of,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Algeria,Number of,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,
20,Algeria,Number of,,2.0,1.0,,1.0,1.0,,,1.0,,,,1.0,2.0,3.0,,1.0,1.0,,1.0,5.0,1.0,3.0,5.0,2.0,3.0,1.0,7.0,1.0,2.0,,1.0,2.0,,,2.0,,1.0,1.0,1.0,,3.0,1.0
21,Algeria,Number of,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0
22,American Samoa,Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
23,American Samoa,Number of,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
24,American Samoa,Number of,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
25,Angola,Number of,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,,
26,Angola,Number of,,,,,,,,,,1.0,,,,,,,,,,,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,,1.0,,3.0,4.0,1.0,1.0,3.0,2.0,2.0,
27,Angola,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
28,Angola,Number of,,1.0,,,,1.0,,,,2.0,,,,,,,,1.0,,,5.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,,3.0,4.0,2.0,1.0,3.0,3.0,2.0,
29,Anguilla,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
30,Anguilla,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
31,Antigua and Barbuda,Number of,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Antigua and Barbuda,Number of,,,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,
33,Antigua and Barbuda,Number of,,,,1.0,,,,,,1.0,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,
34,Argentina,Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,
35,Argentina,Number of,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,
36,Argentina,Number of,2.0,,1.0,2.0,,2.0,1.0,1.0,1.0,,1.0,,2.0,3.0,,2.0,,1.0,1.0,,4.0,3.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,,,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,
37,Argentina,Number of,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,
38,Argentina,Number of,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,,,2.0,1.0,,1.0,,,1.0,,1.0,,
39,Argentina,Number of,2.0,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,,1.0,,2.0,4.0,1.0,4.0,,1.0,2.0,1.0,8.0,7.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,,3.0,2.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0
40,Argentina,Number of,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0
41,"Armenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
42,"Armenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
43,"Armenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
44,"Armenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
45,"Armenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,
46,"Armenia, Rep. of",Number of,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,2.0,,,1.0,,1.0,1.0,1.0,,
47,Australia,Number of,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,
48,Australia,Number of,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,
49,Australia,Number of,,1.0,,,1.0,,1.0,,2.0,1.0,2.0,,,1.0,,,2.0,1.0,6.0,,1.0,4.0,,4.0,3.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,4.0,5.0
50,Australia,Number of,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
51,Australia,Number of,,,3.0,,,1.0,3.0,,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,6.0,,,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,4.0,1.0,2.0,,,2.0,2.0,
52,Australia,Number of,,2.0,3.0,1.0,1.0,3.0,4.0,,3.0,3.0,4.0,3.0,3.0,4.0,8.0,5.0,9.0,4.0,6.0,5.0,5.0,9.0,5.0,10.0,6.0,4.0,8.0,2.0,5.0,6.0,8.0,3.0,2.0,3.0,4.0,8.0,3.0,3.0,3.0,3.0,3.0,7.0,5.0
53,Australia,Number of,,,,1.0,,2.0,,,,,1.0,,,,2.0,,,2.0,,1.0,1.0,2.0,1.0,1.0,,1.0,3.0,,,1.0,,1.0,,2.0,2.0,3.0,1.0,1.0,,2.0,,1.0,
54,Austria,Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,1.0,,,
55,Austria,Number of,1.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,2.0,1.0,,,2.0,,,,1.0,,,1.0,,,,,1.0,
56,Austria,Number of,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
57,Austria,Number of,,1.0,,,1.0,,,,,,5.0,1.0,,1.0,1.0,,,,,,1.0,,2.0,,,,,1.0,1.0,1.0,,,,,,,,2.0,,1.0,,,1.0
58,Austria,Number of,1.0,1.0,2.0,1.0,2.0,1.0,,,,,5.0,2.0,,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,3.0,1.0,,3.0,1.0,2.0,1.0,4.0,,,1.0,1.0,,,1.0,2.0,,2.0,,1.0,1.0
59,"Azerbaijan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
60,"Azerbaijan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
61,"Azerbaijan, Rep. of",Number of,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
62,"Azerbaijan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
63,"Azerbaijan, Rep. of",Number of,,,,,,,,,,,,,,,,3.0,,1.0,,,2.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,
64,Azores Island,Number of,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
65,Azores Island,Number of,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Azores Island,Number of,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Bahamas, The",Number of,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
68,"Bahamas, The",Number of,,,,,,,,,,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,3.0,1.0,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,
69,"Bahamas, The",Number of,,,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,3.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,
70,Bangladesh,Number of,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
71,Bangladesh,Number of,,,,,,,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,,1.0,,1.0,,2.0,1.0,,,,,,1.0,1.0,,,
72,Bangladesh,Number of,1.0,,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
73,Bangladesh,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,1.0,,,
74,Bangladesh,Number of,1.0,3.0,,4.0,,3.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,8.0,4.0,4.0,4.0,5.0,5.0,6.0,7.0,4.0,4.0,3.0,4.0,7.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0
75,Bangladesh,Number of,2.0,3.0,2.0,8.0,1.0,5.0,6.0,3.0,6.0,6.0,8.0,6.0,5.0,11.0,9.0,9.0,7.0,7.0,7.0,11.0,11.0,7.0,6.0,7.0,7.0,12.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,3.0,4.0,7.0,3.0,5.0,4.0,6.0,2.0,2.0,2.0
76,Barbados,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
77,Barbados,Number of,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Barbados,Number of,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,
79,Barbados,Number of,1.0,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,1.0,,,,1.0,
80,"Belarus, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,,,,,
81,"Belarus, Rep. of",Number of,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,
82,"Belarus, Rep. of",Number of,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
83,"Belarus, Rep. of",Number of,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,
84,Belgium,Number of,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,1.0,,,,1.0,,,1.0,,,1.0,3.0,1.0,,
85,Belgium,Number of,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,4.0,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,1.0,
86,Belgium,Number of,,,,,1.0,1.0,,,,,6.0,,,,,1.0,,,1.0,2.0,,,1.0,,,,,1.0,1.0,,2.0,1.0,,2.0,1.0,,1.0,,1.0,,1.0,2.0,1.0
87,Belgium,Number of,,,,,1.0,2.0,,,,,6.0,,,2.0,1.0,1.0,,,2.0,2.0,,,5.0,2.0,,3.0,1.0,1.0,2.0,,3.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,3.0,2.0,3.0,1.0
88,Belize,Number of,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Belize,Number of,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,
90,Belize,Number of,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,2.0,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,,1.0
91,Belize,Number of,,,,,,,,,,,2.0,,,,,1.0,,,1.0,,1.0,2.0,,,,2.0,,1.0,2.0,,1.0,,,,,1.0,1.0,,,,1.0,,1.0
92,Benin,Number of,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Benin,Number of,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0
94,Benin,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
95,Benin,Number of,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0
96,Benin,Number of,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
97,Bermuda,Number of,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
98,Bermuda,Number of,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
99,Bhutan,Number of,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,
100,Bhutan,Number of,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
101,Bhutan,Number of,,,,,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,
102,Bhutan,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
103,Bolivia,Number of,,,,2.0,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,
104,Bolivia,Number of,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,
105,Bolivia,Number of,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,,,,,2.0,,1.0,2.0,1.0,1.0,3.0,,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,7.0,1.0
106,Bolivia,Number of,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,,
107,Bolivia,Number of,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
108,Bolivia,Number of,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,3.0,,2.0,,1.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,5.0,4.0,1.0,3.0,,1.0,4.0,3.0,7.0,1.0
109,Bolivia,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,
110,Bosnia and Herzegovina,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
111,Bosnia and Herzegovina,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,
112,Bosnia and Herzegovina,Number of,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,1.0,,,,2.0,2.0,,,,4.0,1.0,,,,2.0,1.0,1.0,1.0
113,Bosnia and Herzegovina,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
114,Bosnia and Herzegovina,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
115,Bosnia and Herzegovina,Number of,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,2.0,2.0,,1.0,,3.0,3.0,,1.0,,4.0,1.0,,,,2.0,1.0,1.0,1.0
116,Botswana,Number of,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,
117,Botswana,Number of,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,2.0,,1.0,,1.0,,,,1.0,1.0,,,,
118,Botswana,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
119,Botswana,Number of,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,
120,Brazil,Number of,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,1.0,1.0,1.0
121,Brazil,Number of,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,
122,Brazil,Number of,2.0,2.0,,2.0,5.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,,,3.0,1.0,3.0,5.0,1.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,7.0,3.0,8.0,2.0,5.0,4.0,4.0,2.0,1.0,2.0,7.0,5.0,8.0,11.0
123,Brazil,Number of,,,,1.0,,,,,,3.0,,1.0,1.0,,,2.0,3.0,,,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,,,1.0,,,1.0,,,,
124,Brazil,Number of,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,
125,Brazil,Number of,3.0,2.0,1.0,4.0,6.0,4.0,1.0,3.0,5.0,8.0,2.0,2.0,5.0,,3.0,5.0,4.0,4.0,8.0,3.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,9.0,5.0,8.0,3.0,6.0,5.0,6.0,2.0,1.0,3.0,8.0,7.0,9.0,12.0
126,Brazil,Number of,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
127,British Virgin Islands,Number of,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
128,British Virgin Islands,Number of,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
129,Brunei Darussalam,Number of,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
130,Brunei Darussalam,Number of,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
131,Bulgaria,Number of,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
132,Bulgaria,Number of,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,1.0,1.0,,1.0,,2.0,,,,,,,,,,
133,Bulgaria,Number of,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,5.0,2.0,3.0,,,1.0,,1.0,,4.0,1.0,,,1.0,,,1.0,1.0
134,Bulgaria,Number of,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,
135,Bulgaria,Number of,,1.0,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,1.0,4.0,2.0,1.0,,,7.0,2.0,6.0,1.0,,2.0,,3.0,,5.0,1.0,,,1.0,,,2.0,1.0
136,Bulgaria,Number of,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0,
137,Burkina Faso,Number of,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,1.0
138,Burkina Faso,Number of,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,3.0,,
139,Burkina Faso,Number of,1.0,,,,1.0,1.0,,,2.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,,1.0
140,Burundi,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
