ObjectId,Country,Unit,Amount,year
1041,World,Parts Per Million,372.7,2002
1042,World,Percent,0.52,2002
1043,World,Parts Per Million,373.37,2002
1044,World,Percent,0.45,2002
1045,World,Parts Per Million,374.3,2002
1046,World,Percent,0.45,2002
1047,World,Parts Per Million,375.19,2002
1048,World,Percent,0.44,2002
1049,World,Parts Per Million,375.93,2002
1050,World,Percent,0.51,2002
1051,World,Parts Per Million,375.69,2002
1052,World,Percent,0.61,2002
1053,World,Parts Per Million,374.16,2002
1054,World,Percent,0.67,2002
1055,World,Parts Per Million,372.03,2002
1056,World,Percent,0.61,2002
1057,World,Parts Per Million,370.92,2002
1058,World,Percent,0.7,2002
1059,World,Parts Per Million,370.73,2002
1060,World,Percent,0.58,2002
1061,World,Parts Per Million,372.43,2002
1062,World,Percent,0.67,2002
1063,World,Parts Per Million,373.98,2002
1064,World,Percent,0.69,2002
1065,World,Parts Per Million,375.07,2003
1066,World,Percent,0.64,2003
1067,World,Parts Per Million,375.82,2003
1068,World,Percent,0.66,2003
1069,World,Parts Per Million,376.64,2003
1070,World,Percent,0.63,2003
1071,World,Parts Per Million,377.92,2003
1072,World,Percent,0.73,2003
1073,World,Parts Per Million,378.78,2003
1074,World,Percent,0.76,2003
1075,World,Parts Per Million,378.46,2003
1076,World,Percent,0.74,2003
1077,World,Parts Per Million,376.88,2003
1078,World,Percent,0.73,2003
1079,World,Parts Per Million,374.57,2003
1080,World,Percent,0.68,2003
1081,World,Parts Per Million,373.34,2003
1082,World,Percent,0.65,2003
1083,World,Parts Per Million,373.31,2003
1084,World,Percent,0.7,2003
1085,World,Parts Per Million,374.84,2003
1086,World,Percent,0.65,2003
1087,World,Parts Per Million,376.17,2003
1088,World,Percent,0.59,2003
1089,World,Parts Per Million,377.17,2004
1090,World,Percent,0.56,2004
1091,World,Parts Per Million,378.05,2004
1092,World,Percent,0.59,2004
1093,World,Parts Per Million,379.06,2004
1094,World,Percent,0.64,2004
1095,World,Parts Per Million,380.54,2004
1096,World,Percent,0.69,2004
1097,World,Parts Per Million,380.8,2004
1098,World,Percent,0.53,2004
1099,World,Parts Per Million,379.87,2004
1100,World,Percent,0.37,2004
1101,World,Parts Per Million,377.65,2004
1102,World,Percent,0.2,2004
1103,World,Parts Per Million,376.17,2004
1104,World,Percent,0.43,2004
1105,World,Parts Per Million,374.43,2004
1106,World,Percent,0.29,2004
1107,World,Parts Per Million,374.63,2004
1108,World,Percent,0.35,2004
1109,World,Parts Per Million,376.33,2004
1110,World,Percent,0.4,2004
1111,World,Parts Per Million,377.68,2004
1112,World,Percent,0.4,2004
1113,World,Parts Per Million,378.63,2005
1114,World,Percent,0.39,2005
1115,World,Parts Per Million,379.91,2005
1116,World,Percent,0.49,2005
1117,World,Parts Per Million,380.95,2005
1118,World,Percent,0.5,2005
1119,World,Parts Per Million,382.48,2005
1120,World,Percent,0.51,2005
1121,World,Parts Per Million,382.64,2005
1122,World,Percent,0.48,2005
1123,World,Parts Per Million,382.4,2005
1124,World,Percent,0.67,2005
1125,World,Parts Per Million,380.93,2005
1126,World,Percent,0.87,2005
1127,World,Parts Per Million,378.93,2005
1128,World,Percent,0.73,2005
1129,World,Parts Per Million,376.89,2005
1130,World,Percent,0.66,2005
1131,World,Parts Per Million,377.19,2005
1132,World,Percent,0.68,2005
1133,World,Parts Per Million,378.54,2005
1134,World,Percent,0.59,2005
1135,World,Parts Per Million,380.31,2005
1136,World,Percent,0.7,2005
1137,World,Parts Per Million,381.58,2006
1138,World,Percent,0.78,2006
1139,World,Parts Per Million,382.4,2006
1140,World,Percent,0.66,2006
1141,World,Parts Per Million,382.86,2006
1142,World,Percent,0.5,2006
1143,World,Parts Per Million,384.8,2006
1144,World,Percent,0.61,2006
1145,World,Parts Per Million,385.22,2006
1146,World,Percent,0.67,2006
1147,World,Parts Per Million,384.24,2006
1148,World,Percent,0.48,2006
1149,World,Parts Per Million,382.65,2006
1150,World,Percent,0.45,2006
1151,World,Parts Per Million,380.6,2006
1152,World,Percent,0.44,2006
1153,World,Parts Per Million,379.04,2006
1154,World,Percent,0.57,2006
1155,World,Parts Per Million,379.33,2006
1156,World,Percent,0.57,2006
1157,World,Parts Per Million,380.35,2006
1158,World,Percent,0.48,2006
1159,World,Parts Per Million,382.02,2006
1160,World,Percent,0.45,2006
1161,World,Parts Per Million,383.1,2007
1162,World,Percent,0.4,2007
1163,World,Parts Per Million,384.12,2007
1164,World,Percent,0.45,2007
1165,World,Parts Per Million,384.81,2007
1166,World,Percent,0.51,2007
1167,World,Parts Per Million,386.73,2007
1168,World,Percent,0.5,2007
1169,World,Parts Per Million,386.78,2007
1170,World,Percent,0.4,2007
1171,World,Parts Per Million,386.33,2007
1172,World,Percent,0.54,2007
1173,World,Parts Per Million,384.73,2007
1174,World,Percent,0.54,2007
1175,World,Parts Per Million,382.24,2007
1176,World,Percent,0.43,2007
1177,World,Parts Per Million,381.2,2007
1178,World,Percent,0.57,2007
1179,World,Parts Per Million,381.37,2007
1180,World,Percent,0.54,2007
1181,World,Parts Per Million,382.7,2007
1182,World,Percent,0.62,2007
1183,World,Parts Per Million,384.19,2007
1184,World,Percent,0.57,2007
1185,World,Parts Per Million,385.78,2008
1186,World,Percent,0.7,2008
1187,World,Parts Per Million,386.06,2008
1188,World,Percent,0.51,2008
1189,World,Parts Per Million,386.28,2008
1190,World,Percent,0.38,2008
1191,World,Parts Per Million,387.33,2008
1192,World,Percent,0.16,2008
1193,World,Parts Per Million,388.78,2008
1194,World,Percent,0.52,2008
1195,World,Parts Per Million,387.99,2008
1196,World,Percent,0.43,2008
1197,World,Parts Per Million,386.61,2008
1198,World,Percent,0.49,2008
1199,World,Parts Per Million,384.32,2008
1200,World,Percent,0.54,2008
1201,World,Parts Per Million,383.41,2008
1202,World,Percent,0.58,2008
1203,World,Parts Per Million,383.21,2008
1204,World,Percent,0.48,2008
1205,World,Parts Per Million,384.41,2008
1206,World,Percent,0.45,2008
1207,World,Parts Per Million,385.79,2008
1208,World,Percent,0.42,2008
1209,World,Parts Per Million,387.17,2009
1210,World,Percent,0.36,2009
1211,World,Parts Per Million,387.7,2009
1212,World,Percent,0.42,2009
1213,World,Parts Per Million,389.04,2009
1214,World,Percent,0.71,2009
1215,World,Parts Per Million,389.76,2009
1216,World,Percent,0.63,2009
1217,World,Parts Per Million,390.36,2009
1218,World,Percent,0.41,2009
1219,World,Parts Per Million,389.7,2009
1220,World,Percent,0.44,2009
1221,World,Parts Per Million,388.24,2009
1222,World,Percent,0.42,2009
1223,World,Parts Per Million,386.29,2009
1224,World,Percent,0.51,2009
1225,World,Parts Per Million,384.95,2009
1226,World,Percent,0.4,2009
1227,World,Parts Per Million,384.64,2009
1228,World,Percent,0.37,2009
1229,World,Parts Per Million,386.23,2009
1230,World,Percent,0.47,2009
1231,World,Parts Per Million,387.63,2009
1232,World,Percent,0.48,2009
1233,World,Parts Per Million,388.91,2010
1234,World,Percent,0.45,2010
1235,World,Parts Per Million,390.41,2010
1236,World,Percent,0.7,2010
1237,World,Parts Per Million,391.37,2010
1238,World,Percent,0.6,2010
1239,World,Parts Per Million,392.67,2010
1240,World,Percent,0.75,2010
1241,World,Parts Per Million,393.21,2010
1242,World,Percent,0.73,2010
1243,World,Parts Per Million,392.38,2010
1244,World,Percent,0.69,2010
1245,World,Parts Per Million,390.41,2010
1246,World,Percent,0.56,2010
1247,World,Parts Per Million,388.54,2010
1248,World,Percent,0.58,2010
1249,World,Parts Per Million,387.03,2010
1250,World,Percent,0.54,2010
1251,World,Parts Per Million,387.43,2010
1252,World,Percent,0.73,2010
1253,World,Parts Per Million,388.87,2010
1254,World,Percent,0.68,2010
1255,World,Parts Per Million,389.99,2010
1256,World,Percent,0.61,2010
1257,World,Parts Per Million,391.5,2011
1258,World,Percent,0.67,2011
1259,World,Parts Per Million,392.05,2011
1260,World,Percent,0.42,2011
1261,World,Parts Per Million,392.8,2011
1262,World,Percent,0.37,2011
1263,World,Parts Per Million,393.44,2011
1264,World,Percent,0.2,2011
1265,World,Parts Per Million,394.41,2011
1266,World,Percent,0.31,2011
1267,World,Parts Per Million,393.95,2011
1268,World,Percent,0.4,2011
1269,World,Parts Per Million,392.72,2011
1270,World,Percent,0.59,2011
1271,World,Parts Per Million,390.33,2011
1272,World,Percent,0.46,2011
1273,World,Parts Per Million,389.28,2011
1274,World,Percent,0.58,2011
1275,World,Parts Per Million,389.19,2011
1276,World,Percent,0.45,2011
1277,World,Parts Per Million,390.48,2011
1278,World,Percent,0.41,2011
1279,World,Parts Per Million,392.06,2011
1280,World,Percent,0.53,2011
1281,World,Parts Per Million,393.31,2012
1282,World,Percent,0.46,2012
1283,World,Parts Per Million,394.04,2012
1284,World,Percent,0.51,2012
1285,World,Parts Per Million,394.59,2012
1286,World,Percent,0.46,2012
1287,World,Parts Per Million,396.38,2012
1288,World,Percent,0.75,2012
1289,World,Parts Per Million,396.93,2012
1290,World,Percent,0.64,2012
1291,World,Parts Per Million,395.91,2012
1292,World,Percent,0.5,2012
1293,World,Parts Per Million,394.56,2012
1294,World,Percent,0.47,2012
1295,World,Parts Per Million,392.59,2012
1296,World,Percent,0.58,2012
1297,World,Parts Per Million,391.32,2012
1298,World,Percent,0.52,2012
1299,World,Parts Per Million,391.27,2012
1300,World,Percent,0.53,2012
1301,World,Parts Per Million,393.2,2012
1302,World,Percent,0.7,2012
1303,World,Parts Per Million,394.57,2012
1304,World,Percent,0.64,2012
1305,World,Parts Per Million,395.78,2013
1306,World,Percent,0.63,2013
1307,World,Parts Per Million,397.03,2013
1308,World,Percent,0.76,2013
1309,World,Parts Per Million,397.66,2013
1310,World,Percent,0.78,2013
1311,World,Parts Per Million,398.64,2013
1312,World,Percent,0.57,2013
1313,World,Parts Per Million,400.02,2013
1314,World,Percent,0.78,2013
1315,World,Parts Per Million,398.81,2013
1316,World,Percent,0.73,2013
1317,World,Parts Per Million,397.51,2013
1318,World,Percent,0.75,2013
1319,World,Parts Per Million,395.39,2013
1320,World,Percent,0.71,2013
1321,World,Parts Per Million,393.72,2013
1322,World,Percent,0.61,2013
1323,World,Parts Per Million,393.9,2013
1324,World,Percent,0.67,2013
1325,World,Parts Per Million,395.36,2013
1326,World,Percent,0.55,2013
1327,World,Parts Per Million,397.03,2013
1328,World,Percent,0.62,2013
1329,World,Parts Per Million,398.04,2014
1330,World,Percent,0.57,2014
1331,World,Parts Per Million,398.27,2014
1332,World,Percent,0.31,2014
1333,World,Parts Per Million,399.91,2014
1334,World,Percent,0.57,2014
1335,World,Parts Per Million,401.51,2014
1336,World,Percent,0.72,2014
1337,World,Parts Per Million,401.96,2014
1338,World,Percent,0.48,2014
1339,World,Parts Per Million,401.43,2014
1340,World,Percent,0.66,2014
1341,World,Parts Per Million,399.27,2014
1342,World,Percent,0.44,2014
1343,World,Parts Per Million,397.18,2014
1344,World,Percent,0.45,2014
1345,World,Parts Per Million,395.54,2014
1346,World,Percent,0.46,2014
1347,World,Parts Per Million,396.16,2014
1348,World,Percent,0.57,2014
1349,World,Parts Per Million,397.4,2014
1350,World,Percent,0.52,2014
1351,World,Parts Per Million,399.08,2014
1352,World,Percent,0.52,2014
1353,World,Parts Per Million,400.18,2015
1354,World,Percent,0.54,2015
1355,World,Parts Per Million,400.55,2015
1356,World,Percent,0.57,2015
1357,World,Parts Per Million,401.74,2015
1358,World,Percent,0.46,2015
1359,World,Parts Per Million,403.35,2015
1360,World,Percent,0.46,2015
1361,World,Parts Per Million,404.15,2015
1362,World,Percent,0.54,2015
1363,World,Parts Per Million,402.97,2015
1364,World,Percent,0.38,2015
1365,World,Parts Per Million,401.46,2015
1366,World,Percent,0.55,2015
1367,World,Parts Per Million,399.11,2015
1368,World,Percent,0.49,2015
1369,World,Parts Per Million,397.82,2015
1370,World,Percent,0.58,2015
1371,World,Parts Per Million,398.49,2015
1372,World,Percent,0.59,2015
1373,World,Parts Per Million,400.27,2015
1374,World,Percent,0.72,2015
1375,World,Parts Per Million,402.06,2015
1376,World,Percent,0.75,2015
1377,World,Parts Per Million,402.73,2016
1378,World,Percent,0.64,2016
1379,World,Parts Per Million,404.25,2016
1380,World,Percent,0.92,2016
1381,World,Parts Per Million,405.06,2016
1382,World,Percent,0.83,2016
1383,World,Parts Per Million,407.6,2016
1384,World,Percent,1.05,2016
1385,World,Parts Per Million,407.9,2016
1386,World,Percent,0.93,2016
1387,World,Parts Per Million,406.99,2016
1388,World,Percent,1.0,2016
1389,World,Parts Per Million,404.59,2016
1390,World,Percent,0.78,2016
1391,World,Parts Per Million,402.45,2016
1392,World,Percent,0.84,2016
1393,World,Parts Per Million,401.23,2016
1394,World,Percent,0.86,2016
1395,World,Parts Per Million,401.79,2016
1396,World,Percent,0.83,2016
1397,World,Parts Per Million,403.72,2016
1398,World,Percent,0.86,2016
1399,World,Parts Per Million,404.64,2016
1400,World,Percent,0.64,2016
1401,World,Parts Per Million,406.36,2017
1402,World,Percent,0.9,2017
1403,World,Parts Per Million,406.66,2017
1404,World,Percent,0.6,2017
1405,World,Parts Per Million,407.54,2017
1406,World,Percent,0.61,2017
1407,World,Parts Per Million,409.22,2017
1408,World,Percent,0.4,2017
1409,World,Parts Per Million,409.89,2017
1410,World,Percent,0.49,2017
1411,World,Parts Per Million,409.08,2017
1412,World,Percent,0.51,2017
1413,World,Parts Per Million,407.33,2017
1414,World,Percent,0.68,2017
1415,World,Parts Per Million,405.32,2017
1416,World,Percent,0.71,2017
1417,World,Parts Per Million,403.57,2017
1418,World,Percent,0.58,2017
1419,World,Parts Per Million,403.82,2017
1420,World,Percent,0.51,2017
1421,World,Parts Per Million,405.31,2017
1422,World,Percent,0.39,2017
1423,World,Parts Per Million,407.0,2017
1424,World,Percent,0.58,2017
1425,World,Parts Per Million,408.15,2018
1426,World,Percent,0.44,2018
1427,World,Parts Per Million,408.52,2018
1428,World,Percent,0.46,2018
1429,World,Parts Per Million,409.59,2018
1430,World,Percent,0.5,2018
1431,World,Parts Per Million,410.45,2018
1432,World,Percent,0.3,2018
1433,World,Parts Per Million,411.44,2018
1434,World,Percent,0.38,2018
1435,World,Parts Per Million,410.99,2018
1436,World,Percent,0.47,2018
1437,World,Parts Per Million,408.9,2018
1438,World,Percent,0.39,2018
1439,World,Parts Per Million,407.16,2018
1440,World,Percent,0.45,2018
1441,World,Parts Per Million,405.71,2018
1442,World,Percent,0.53,2018
1443,World,Parts Per Million,406.19,2018
1444,World,Percent,0.59,2018
1445,World,Parts Per Million,408.21,2018
1446,World,Percent,0.72,2018
1447,World,Parts Per Million,409.27,2018
1448,World,Percent,0.56,2018
1449,World,Parts Per Million,411.03,2019
1450,World,Percent,0.71,2019
1451,World,Parts Per Million,411.96,2019
1452,World,Percent,0.84,2019
1453,World,Parts Per Million,412.18,2019
1454,World,Percent,0.63,2019
1455,World,Parts Per Million,413.54,2019
1456,World,Percent,0.75,2019
1457,World,Parts Per Million,414.86,2019
1458,World,Percent,0.83,2019
1459,World,Parts Per Million,414.16,2019
1460,World,Percent,0.77,2019
1461,World,Parts Per Million,411.97,2019
1462,World,Percent,0.75,2019
1463,World,Parts Per Million,410.18,2019
1464,World,Percent,0.74,2019
1465,World,Parts Per Million,408.76,2019
1466,World,Percent,0.75,2019
1467,World,Parts Per Million,408.75,2019
1468,World,Percent,0.63,2019
1469,World,Parts Per Million,410.48,2019
1470,World,Percent,0.56,2019
1471,World,Parts Per Million,411.98,2019
1472,World,Percent,0.66,2019
1473,World,Parts Per Million,413.61,2020
1474,World,Percent,0.63,2020
1475,World,Parts Per Million,414.34,2020
1476,World,Percent,0.58,2020
1477,World,Parts Per Million,414.74,2020
1478,World,Percent,0.62,2020
1479,World,Parts Per Million,416.45,2020
1480,World,Percent,0.7,2020
1481,World,Parts Per Million,417.31,2020
1482,World,Percent,0.59,2020
1483,World,Parts Per Million,416.6,2020
1484,World,Percent,0.59,2020
1485,World,Parts Per Million,414.62,2020
1486,World,Percent,0.64,2020
1487,World,Parts Per Million,412.78,2020
1488,World,Percent,0.63,2020
1489,World,Parts Per Million,411.52,2020
1490,World,Percent,0.68,2020
1491,World,Parts Per Million,411.51,2020
1492,World,Percent,0.68,2020
1493,World,Parts Per Million,413.12,2020
1494,World,Percent,0.64,2020
1495,World,Parts Per Million,414.26,2020
1496,World,Percent,0.55,2020
1497,World,Parts Per Million,415.52,2021
1498,World,Percent,0.46,2021
1499,World,Parts Per Million,416.75,2021
1500,World,Percent,0.58,2021
1501,World,Parts Per Million,417.64,2021
1502,World,Percent,0.7,2021
1503,World,Parts Per Million,419.05,2021
1504,World,Percent,0.62,2021
1505,World,Parts Per Million,419.13,2021
1506,World,Percent,0.44,2021
1507,World,Parts Per Million,418.94,2021
1508,World,Percent,0.56,2021
1509,World,Parts Per Million,416.96,2021
1510,World,Percent,0.56,2021
1511,World,Parts Per Million,414.47,2021
1512,World,Percent,0.41,2021
1513,World,Parts Per Million,413.3,2021
1514,World,Percent,0.43,2021
1515,World,Parts Per Million,413.93,2021
1516,World,Percent,0.59,2021
1517,World,Parts Per Million,415.01,2021
1518,World,Percent,0.46,2021
1519,World,Parts Per Million,416.71,2021
1520,World,Percent,0.59,2021
1521,World,Parts Per Million,418.19,2022
1522,World,Percent,0.64,2022
1523,World,Parts Per Million,419.28,2022
1524,World,Percent,0.61,2022
1525,World,Parts Per Million,418.81,2022
1526,World,Percent,0.28,2022
1527,World,Parts Per Million,420.23,2022
1528,World,Percent,0.28,2022
1529,World,Parts Per Million,420.99,2022
1530,World,Percent,0.44,2022
1531,World,Parts Per Million,420.99,2022
1532,World,Percent,0.49,2022
1533,World,Parts Per Million,418.9,2022
1534,World,Percent,0.47,2022
1535,World,Parts Per Million,417.19,2022
1536,World,Percent,0.66,2022
1537,World,Parts Per Million,415.95,2022
1538,World,Percent,0.64,2022
1539,World,Parts Per Million,415.78,2022
1540,World,Percent,0.45,2022
1541,World,Parts Per Million,417.51,2022
1542,World,Percent,0.6,2022
1543,World,Parts Per Million,418.95,2022
1544,World,Percent,0.54,2022
1545,World,Parts Per Million,419.47,2023
1546,World,Percent,0.31,2023
1547,World,Parts Per Million,420.41,2023
1548,World,Percent,0.27,2023
